Nombre|Conductor|Anexo|Placa|Lat|Lon|Ubicacion|Ciudad|Poblacion Cercana|Punto de Interes|Lugar|Evento|kph|Hora Reporte|Rumbo
LHT939|||LHT939|6.940164|-73.759554|Rotonda|Barrancabermeja - Santander|10.1 Km. SE.: Los Laureles, Barrancabermeja, Santander|6.0 Km. SE.: Hacienda La India|En: ECOPETROL VRC_GCI_LA CIRA|TDR Apagado|0|2026-06-08 14:59:06|336
LHT945|||LHT945|7.027363|-73.556006|A 1992 m. de Hacienda La Vizcaina|San Vicente de Chucurí - Santander|11.8 Km. S.: La Fortuna, Barrancabermeja, Santander|2.0 Km. N.: Hacienda La Vizcaina|En: ECOPETROL VRC_GMA_MARES CENTRO|TDR Apagado|0|2026-06-08 14:49:32|324
LHT947|||LHT947|7.075001|-73.870063|A 619 m. de Estadio de Fútbol Daniel Villa Zapata|Barrancabermeja - Santander|2.4 Km. NW.: Barrancabermeja, Santander|619 m. NW.: Estadio de Fútbol Daniel Villa Zapata|En: CONSORCIO TABARCA-BARRANCABERMEJA|Log Out|0|2026-06-08 14:56:29|356
LHT949|||LHT949|7.017511|-73.807393|Km 4 Barrancabermeja-Troncal Magdalena|Barrancabermeja - Santander|358 m. SW.: Los Laureles, Barrancabermeja, Santander|250 m. NW.: Halliburton|En: CONSORCIO TABARCA-BARRANCABERMEJA|Log Out|0|2026-06-08 14:55:04|271
LHV959|||LHV959|4.097407|-73.614405|A 1773 m. de I.E. Colegio Centauros Sede La Rosita|Villavicencio - Meta|6.6 Km. SE.: Villavicencio, Meta|1.8 Km. S.: I.E. Colegio Centauros Sede La Rosita|En: ECOPETROL TERMICAS-VILLAVICENCIO|TDR Apagado|0|2026-06-06 17:22:15|154
LHW430|||LHW430|7.394198|-73.498209|Kr17 13 82|Sábana de Torres - Santander|214 m. E.: Sabana de Torres, Sábana de Torres, Santander|310 m. SE.: Cementerio Sabana de Torres|En: ECOPETROL VRC_GMA_MARES CENTRO|TDR Apagado|0|2026-06-08 14:54:05|136
LHW440|||LHW440|7.394301|-73.498257|Kr18 13 63|Sábana de Torres - Santander|206 m. E.: Sabana de Torres, Sábana de Torres, Santander|299 m. SE.: Cementerio Sabana de Torres|En: ECOPETROL VRC_GMA_MARES CENTRO|TDR Apagado|0|2026-06-08 14:47:31|353
LHW470|||LHW470|4.894902|-72.887617|A 1130 m. de Unidad de Atención Integral|Monterrey - Casanare|2.3 Km. N.: Monterrey, Casanare|1.1 Km. NE.: Unidad de Atención Integral|En: OCENSA GEOTECNIA|TDR Apagado|0|2026-06-08 14:59:25|203
LHW480|||LHW480|7.466827|-73.407973||Rionegro - Santander|6.8 Km. NE.: Provincia, Sábana de Torres, Santander|4.5 Km. N.: Hacienda Payoa|En: ECOPETROL VRC_GMA_MARES CENTRO|TDR Apagado|0|2026-06-08 11:48:59|0
LHW490|||LHW490|5.055083|-74.603718|Chaguaní - Guaduas|Guaduas - Cundinamarca|1.6 Km. SW.: Guaduas, Cundinamarca|1.1 Km. S.: Hotel Tocuara|36.3 Km. E.: CENIT LINEAS-MARIQUITA|TDR Apagado|0|2026-06-08 14:50:29|272
LHW500|||LHW500|6.960788|-73.782209|A 2746 m. de Hacienda La India|Barrancabermeja - Santander|7.0 Km. S.: Los Laureles, Barrancabermeja, Santander|2.7 Km. E.: Hacienda La India|En: ECOPETROL VRC_GCI_LA CIRA|TDR Apagado|0|2026-06-08 14:58:19|145
LHW539|||LHW539|5.300976|-72.411309|A 1311 m. de Estación de Servicio Mobil La Campanilla|Yopal - Casanare|5.5 Km. S.: Yopal, Casanare|1.3 Km. NW.: Estación de Servicio Mobil La Campanilla|En: ECOPETROL CUPIAGUA-AGUAZUL|TDR Apagado|0|2026-06-08 15:00:01|90
LHW559|||LHW559|4.115164|-73.604827|Cl12Sur 19b 5|Villavicencio - Meta|5.5 Km. SE.: Villavicencio, Meta|50 m. NE.: Conjunto Residencial Aranjuez II|En: ECOPETROL TERMICAS-VILLAVICENCIO|TDR Apagado|0|2026-06-08 14:52:36|17
LHW579|||LHW579|7.036107|-73.839728|Cl25a 55 30|Barrancabermeja - Santander|3.1 Km. SE.: Barrancabermeja, Santander|948 m. S.: Residencias El Conductor|En: CONSORCIO TABARCA-BARRANCABERMEJA|TDR Apagado|0|2026-06-08 14:51:13|248
LHW589|||LHW589|7.008139|-73.917431|Via Alterna Yondó - Barranbermeja|Yondó - Antioquia|915 m. NW.: Casabe, Yondó, Antioquia|323 m. SW.: Cementerio de Yondó|En: ECOPETROL VRC-RIO CASABE|TDR Apagado|0|2026-06-08 14:53:49|137
LHW599|||LHW599|5.477277|-74.681553|A 426 m. de Apuestas Su Red|La Dorada - Caldas|1.6 Km. W.: La Dorada, Caldas|426 m. NW.: Apuestas Su Red|En: HOCOL O&M INTEGRAL-OAM|TDR Apagado|0|2026-06-08 14:49:12|272
LIY559|||LIY559|4.410704|-73.929293|PR 29 Km29 Bogota - Villavicencio|Cáqueza - Cundinamarca|2.0 Km. E.: Cáqueza, Cundinamarca|554 m. W.: Montallantas Km18|En: ENE 6234 OPEX SOT-SOC|TDR Apagado|0|2026-06-08 14:55:00|126
LJK859|||LJK859|4.112339|-73.608249|Tv23 10Sur 350|Villavicencio - Meta|5.5 Km. SE.: Villavicencio, Meta|125 m. W.: Clínica Mental La Cofraternidad|En: ECOPETROL TERMICAS-VILLAVICENCIO|TDR Apagado|0|2026-06-08 14:59:15|110
LPL235|||LPL235|7.016472|-73.808404|Km 4 Barrancabermeja-Troncal Magdalena|Barrancabermeja - Santander|515 m. SW.: Los Laureles, Barrancabermeja, Santander|124 m. E.: Motel El Jardín|En: CONSORCIO TABARCA-BARRANCABERMEJA|TDR Apagado|0|2026-06-08 14:46:59|293
LPL338|||LPL338|6.93673|-73.770286|Km 9 Troncal Magdalena-Barrancabermeja|Barrancabermeja - Santander|9.9 Km. SE.: Los Laureles, Barrancabermeja, Santander|5.2 Km. SE.: Hacienda La India|En: ECOPETROL VRC_GCI_LA CIRA|TDR Apagado|0|2026-06-08 14:54:52|203
LPL384|||LPL384|6.901721|-73.764412|Km 5 Troncal Magdalena-Barrancabermeja|Barrancabermeja - Santander|13.8 Km. S.: Los Laureles, Barrancabermeja, Santander|2.4 Km. NW.: Montallantas Opincito|En: ECOPETROL VRC_GCI_LA CIRA|TDR Apagado|0|2026-06-08 14:59:53|348
LPL945|||LPL945|7.020993|-73.578252|A 2734 m. de Hacienda La Vizcaina|San Vicente de Chucurí - Santander|12.8 Km. S.: La Fortuna, Barrancabermeja, Santander|2.7 Km. NW.: Hacienda La Vizcaina|En: ECOPETROL VRC_GMA_MARES CENTRO|TDR Apagado|0|2026-06-08 14:49:51|160
LPM365|||LPM365|6.951292|-73.766156||Barrancabermeja - Santander|8.7 Km. SE.: Los Laureles, Barrancabermeja, Santander|4.8 Km. E.: Hacienda La India|En: ECOPETROL VRC_GCI_LA CIRA|TDR Apagado|0|2026-06-08 14:37:44|0
LPN770|||LPN770|7.043671|-73.8436|Cl33 46 125|Barrancabermeja - Santander|2.2 Km. SE.: Barrancabermeja, Santander|592 m. E.: Parque Ecológico Cincuentenario|En: CONSORCIO TABARCA-BARRANCABERMEJA|TDR Apagado|0|2026-06-08 14:56:18|273
LPN910|||LPN910|7.396638|-73.599446||Sábana de Torres - Santander|7.2 Km. NE.: Sabaneta, Sábana de Torres, Santander|5.6 Km. W.: Estación de Servicio Terpel Peroles|12.6 Km. N.: ECOPETROL VRC_GMA_MARES CENTRO|TDR Apagado|0|2026-06-08 14:47:56|318
LPO008|||LPO008|6.933266|-73.760155||Barrancabermeja - Santander|10.7 Km. SE.: Los Laureles, Barrancabermeja, Santander|5.6 Km. N.: Montallantas Opincito|En: ECOPETROL VRC_GCI_LA CIRA|Log Out|1|2026-06-08 14:48:46|109
LPO645|Mardory Pineda Jiménez||LPO645|6.820558|-73.729964|A 1608 m. de Hacienda La Llana|San Vicente de Chucurí - Santander|23.6 Km. S.: Los Laureles, Barrancabermeja, Santander|1.6 Km. N.: Hacienda La Llana|17.8 Km. S.: ECOPETROL VRC_GCI_LA CIRA|TDR Encendido-No GSM|20|2026-06-08 11:22:24|151
LPP954|||LPP954|7.394071|-73.498264|Kr18 13 89|Sábana de Torres - Santander|213 m. E.: Sabana de Torres, Sábana de Torres, Santander|313 m. SE.: Cementerio Sabana de Torres|En: ECOPETROL VRC_GMA_MARES CENTRO|TDR Apagado|0|2026-06-08 14:49:20|181
LQM267|||LQM267|6.956081|-73.77695||Barrancabermeja - Santander|7.7 Km. SE.: Los Laureles, Barrancabermeja, Santander|3.5 Km. E.: Hacienda La India|En: ECOPETROL VRC_GCI_LA CIRA|Log Out|0|2026-06-08 14:50:41|85
LQU707|||LQU707|7.054886|-73.853145|Kr24a 43 63|Barrancabermeja - Santander|636 m. S.: Barrancabermeja, Santander|252 m. SE.: Cancha de Micro Fútbol Inscredial|En: CONSORCIO TABARCA-BARRANCABERMEJA|TDR Apagado|0|2026-06-08 14:49:15|57
LTO392|||LTO392|6.930824|-73.773259|Km 9 Troncal Magdalena-Barrancabermeja|Barrancabermeja - Santander|10.4 Km. S.: Los Laureles, Barrancabermeja, Santander|5.5 Km. SE.: Hacienda La India|En: ECOPETROL VRC_GCI_LA CIRA|Log Out|0|2026-06-08 14:48:26|62
LTO658|||LTO658|7.04874|-73.845564|Kr36 35 135|Barrancabermeja - Santander|1.6 Km. SE.: Barrancabermeja, Santander|270 m. SW.: Estación de Servicio Terpel|En: CONSORCIO TABARCA-BARRANCABERMEJA|TDR Apagado|0|2026-06-08 14:54:08|293
LTP971|||LTP971|4.410542|-73.929203|PR 29 Km29 Bogota - Villavicencio|Cáqueza - Cundinamarca|2.0 Km. E.: Cáqueza, Cundinamarca|549 m. W.: Montallantas Km18|En: ENE 6234 OPEX SOT-SOC|TDR Apagado|0|2026-06-08 14:56:50|190
LTP984|||LTP984|4.513957|-73.353295|Kr5 16 163|Medina - Cundinamarca|726 m. NW.: Medina, Cundinamarca|3.1 Km. N.: Aeropuerto Medina|En: ENE 6234 OPEX SOT-SOC|TDR Apagado|0|2026-06-08 14:55:40|332
LTQ136|||LTQ136|4.411244|-73.952353|Cl8 7 578|Cáqueza - Cundinamarca|885 m. NW.: Cáqueza, Cundinamarca|356 m. S.: Retén Militar|En: ENE 6234 OPEX SOT-SOC|TDR Apagado|0|2026-06-08 14:47:47|55
LTS193|||LTS193|4.112375|-73.608147|Tv23 10Sur 350|Villavicencio - Meta|5.5 Km. SE.: Villavicencio, Meta|116 m. W.: Clínica Mental La Cofraternidad|En: ECOPETROL TERMICAS-VILLAVICENCIO|TDR Apagado|0|2026-06-08 14:53:39|109
LTS233|||LTS233|4.410639|-73.929183|PR 29 Km29 Bogota - Villavicencio|Cáqueza - Cundinamarca|2.0 Km. E.: Cáqueza, Cundinamarca|544 m. W.: Montallantas Km18|En: ENE 6234 OPEX SOT-SOC|TDR Apagado|0|2026-06-08 14:53:00|124
LUL081|||LUL081|3.71201|-71.737489|A 295 m. de Mito 1|Puerto Gaitán - Meta|77.1 Km. SE.: Puerto Gaitán, Meta|295 m. E.: Mito 1|En: ECOPETROL O&M-CAÑO SUR|TDR Apagado|0|2026-02-23 09:29:09|100
LUL082|||LUL082|3.773841|-71.657946|Vía La Primera Vara|Puerto Gaitán - Meta|74.6 Km. NW.: Puerto Trujillo, Puerto Gaitán, Meta|33 m. W.: Restaurante El Oasis|En: ECOPETROL TERMORUBIALES-RUBIALES|TDR Apagado|0|2026-06-08 14:14:08|60
LUL083|||LUL083|4.666061|-74.148342|Kr96i 15c 73|Bogotá D.C. - Cundinamarca|994 m. SW.: Fontibón, Bogotá D.C., Cundinamarca|21 m. N.: Taller Turbos de Occidente|En: CENIT ESTACIONES-PUERTO SALGAR|Hibernacion|0|2026-04-01 22:23:14|186
LUL084|||LUL084|4.118235|-73.622446|Anillo Vial al Occidente Cl1 27 340|Villavicencio - Meta|4.1 Km. SE.: Villavicencio, Meta|51 m. SE.: Parqueadero Los Boyacos|En: ECOPETROL TERMICAS-VILLAVICENCIO|Hibernacion|0|2026-05-22 12:14:06|215
LUL085|||LUL085|3.747543|-71.777529|A 431 m. de Ingreso Bloque CPE7|Puerto Gaitán - Meta|71.5 Km. SE.: Puerto Gaitán, Meta|431 m. S.: Ingreso Bloque CPE7|En: ECOPETROL TERMORUBIALES-RUBIALES|GPS Adquirido|0|2026-05-31 01:55:41|0
LUL086|||LUL086|3.799155|-71.430704|A 590 m. de Pozo Rb 321|Puerto Gaitán - Meta|58.1 Km. NW.: Puerto Trujillo, Puerto Gaitán, Meta|590 m. N.: Pozo Rb 321|En: FRONTERA O&M-QUIFA|TDR Apagado|0|2026-06-08 14:22:40|102
LUX622|Dayanis Yulieth Oñate Plata||LUX622|11.122694|-72.637488||Barrancas - La Guajira|5.4 Km. N.: Roche, Barrancas, La Guajira|6.3 Km. SW.: Restaurante Hissy N.1|En: ADMON_Vehiculos_Equipos Stand By|TDR Encendido|20|2026-06-08 15:01:29|126
LUY414|||LUY414|9.775518|-73.472377|A 1224 m. de Hacienda Nueva Oicha|Agustín Codazzi - Cesar|17.4 Km. N.: Boquerón, La Jagua de Ibirico, Cesar|1.2 Km. NW.: Hacienda Nueva Oicha|En: DRUMMOND EQP_LIVIANO|TDR Apagado|0|2026-06-08 14:47:08|121
LUY746|||LUY746|9.621333|-73.586842|Kr6 9 35|El Paso - Cesar|884 m. E.: La Loma, El Paso, Cesar|476 m. E.: Hotel Real de Minas|En: DRUMMOND FACILIDADES|TDR Apagado|0|2026-06-08 14:56:17|310
LUY750|||LUY750|4.410671|-73.92926|PR 29 Km29 Bogota - Villavicencio|Cáqueza - Cundinamarca|2.0 Km. E.: Cáqueza, Cundinamarca|551 m. W.: Montallantas Km18|En: ENE 6234 OPEX SOT-SOC|TDR Apagado|0|2026-06-08 14:59:49|93
LVV580|||LVV580|7.069833|-73.849363|Cl62 31a 53|Barrancabermeja - Santander|1.1 Km. NE.: Barrancabermeja, Santander|46 m. SW.: Mangueras Acoples Correas|En: CONSORCIO TABARCA-BARRANCABERMEJA|TDR Apagado|0|2026-06-08 14:55:11|187
LVX522|||LVX522|10.884467|-72.861114|Cl15 26 51|Fonseca - La Guajira|1.1 Km. W.: Fonseca, La Guajira|274 m. S.: Tienda El Rebusque|En: ADMON_Vehiculos_Equipos Stand By|TDR Apagado|0|2026-06-08 14:31:42|244
LVY198|||LVY198|4.513916|-73.353201|Kr5 16 163|Medina - Cundinamarca|717 m. NW.: Medina, Cundinamarca|3.1 Km. N.: Aeropuerto Medina|En: ENE 6234 OPEX SOT-SOC|TDR Apagado|0|2026-06-08 15:00:28|35
LZK447|||LZK447|7.006577|-73.913693|Cl55 56 38|Yondó - Antioquia|492 m. NW.: Casabe, Yondó, Antioquia|121 m. W.: Estación de Servicio Terpel|En: ECOPETROL VRC-RIO CASABE|TDR Apagado|0|2026-06-08 14:52:07|77
LZW841|||LZW841|4.514141|-73.353307|Kr5 16 163|Medina - Cundinamarca|745 m. NW.: Medina, Cundinamarca|3.1 Km. N.: Aeropuerto Medina|En: ENE 6234 OPEX SOT-SOC|TDR Apagado|0|2026-06-08 15:00:23|293
LZW843|Edinson Javier Berrio Ordoñez||LZW843|4.482211|-73.934532|Cl2 2 59|Ubaque - Cundinamarca|72 m. S.: Ubaque, Cundinamarca|7 m. N.: Cootranscaqueza Ltda|En: ENE 6234 OPEX SOT-SOC|TDR Encendido|10|2026-06-08 15:01:06|57
LZW887|||LZW887|4.401272|-73.946308|Cl3Sur 2 170|Cáqueza - Cundinamarca|487 m. S.: Cáqueza, Cundinamarca|43 m. N.: Víveres Don Fabio|En: ENE 6234 OPEX SOT-SOC|TDR Apagado|0|2026-06-08 14:55:32|123
LZY711|||LZY711|4.514046|-73.353338|Kr5 16 163|Medina - Cundinamarca|737 m. NW.: Medina, Cundinamarca|3.1 Km. N.: Aeropuerto Medina|En: ENE 6234 OPEX SOT-SOC|TDR Apagado|0|2026-06-08 14:59:46|308
NFU546|||NFU546|4.51426|-73.353249|Kr5 16 163|Medina - Cundinamarca|753 m. NW.: Medina, Cundinamarca|3.1 Km. N.: Aeropuerto Medina|En: ENE 6234 OPEX SOT-SOC|TDR Apagado|0|2026-06-08 14:53:29|282
NHQ437|||NHQ437|7.007093|-73.913744|Cl55 56 38|Yondó - Antioquia|540 m. NW.: Casabe, Yondó, Antioquia|145 m. NW.: Estación de Servicio Terpel|En: ECOPETROL VRC-RIO CASABE|TDR Apagado|0|2026-06-08 14:47:14|231
NKY55H|||NKY55H|4.50272|-73.35156|Cl9 9 185|Medina - Cundinamarca|659 m. S.: Medina, Cundinamarca|1.8 Km. N.: Aeropuerto Medina|En: ENE 6234 OPEX SOT-SOC|Reconexion Equipo|1|2026-06-04 03:58:55|0
NMU110|||NMU110|8.635368|-72.732274|Kr3 2 61|Tibú - Norte de Santander|982 m. SE.: Tibú, Norte de Santander|52 m. SW.: Colegio Francisco Jose de Caldas|En: PARQUEDERO TIBÚ|TDR Apagado|0|2026-06-08 14:58:31|322
NMV457|Yurley Estela Diaz Cortes||NMV457|6.936924|-73.76119|Rotonda|Barrancabermeja - Santander|10.3 Km. SE.: Los Laureles, Barrancabermeja, Santander|6.0 Km. N.: Montallantas Opincito|En: PORTERIA LA CIRA|TDR Encendido|12|2026-06-08 14:59:38|348
NQN859|||NQN859|8.635389|-72.732258|Kr3 2 63|Tibú - Norte de Santander|981 m. SE.: Tibú, Norte de Santander|49 m. SW.: Colegio Francisco Jose de Caldas|En: PARQUEDERO TIBÚ|TDR Apagado|0|2026-06-08 14:50:40|70
NQO493|||NQO493|8.635222|-72.732323|Kr3 2 47|Tibú - Norte de Santander|992 m. SE.: Tibú, Norte de Santander|66 m. SW.: Colegio Francisco Jose de Caldas|En: PARQUEDERO TIBÚ|GPS Adquirido|0|2026-06-08 14:54:18|0
NQT297|||NQT297|7.057831|-73.861427|Kr16 47 30|Barrancabermeja - Santander|910 m. W.: Barrancabermeja, Santander|66 m. S.: Catedral Inmaculada|En: CONSORCIO TABARCA-BARRANCABERMEJA|TDR Apagado|7|2026-06-08 14:49:54|157
NQT942|||NQT942|7.063859|-73.853005|Cl54 27 33|Barrancabermeja - Santander|372 m. N.: Barrancabermeja, Santander|129 m. NW.: Confitería Bocaditos|En: CONSORCIO TABARCA-BARRANCABERMEJA|TDR Apagado|0|2026-06-08 14:58:25|241
NSZ032|Wilfredo Villareal Castrol||NSZ032|8.650192|-72.740096|Cl19 14 42|Tibú - Norte de Santander|909 m. N.: Tibú, Norte de Santander|126 m. NW.: Parque la Esperanza|En: ECOPETROL VRC_GCT_CATATUMBO (TIBÚ)|Apagado|0|2026-06-08 12:36:19|252
NUZ333|||NUZ333|4.410782|-73.929389|PR 29 Km29 Bogota - Villavicencio|Cáqueza - Cundinamarca|2.0 Km. E.: Cáqueza, Cundinamarca|562 m. W.: Montallantas Km18|En: ENE 6234 OPEX SOT-SOC|TDR Apagado|0|2026-06-06 09:09:56|265
POS648|Daniel Bueno Romero||POS648|4.628456|-74.083768|Kr32a 25b 43|Bogotá D.C. - Cundinamarca|947 m. SW.: Teusaquillo, Bogotá D.C., Cundinamarca|30 m. NE.: Conjunto Residencial Mirador de Takay|En: ENE 6234 OPEX SOT-SOC|TDR Encendido|6|2026-06-07 10:57:01|7
POV554|Giovanni Londoño Correa||POV554|7.03224|-73.816508|Km 2 Barrancabermeja-Troncal Magdalena|Barrancabermeja - Santander|2.0 Km. NW.: Los Laureles, Barrancabermeja, Santander|1.0 Km. NW.: Parqueadero Exclusivo Hotwell|En: CONSORCIO TABARCA-BARRANCABERMEJA|TDR Encendido|50|2026-06-08 15:00:02|109
PWQ878|||PWQ878|9.505541|-73.487614|A 2013 m. de Hacienda Michoacan|La Jagua de Ibirico - Cesar|5.7 Km. NW.: Arenas Blancas, Chiriguana, Cesar|2.0 Km. SE.: Hacienda Michoacan|En: DRUMMOND FACILIDADES|Fin Ralenti|7|2026-06-08 15:01:27|343
PWQ889|||PWQ889|11.112359|-72.564211||Maicao - La Guajira|1.1 Km. NE.: Tabaco, Hatonuevo, La Guajira|5.9 Km. SE.: Tienda Los Primos|En: ADMON_Vehiculos_Equipos Stand By|Log Out|0|2026-06-08 14:50:45|170
PWQ899|||PWQ899|9.58404|-73.469778|A 656 m. de Hacienda Borrero|La Jagua de Ibirico - Cesar|7.8 Km. SW.: Boquerón, La Jagua de Ibirico, Cesar|656 m. NW.: Hacienda Borrero|En: DRUMMOND FACILIDADES|TDR Apagado|0|2026-06-08 14:55:32|113
PWQ953|||PWQ953|11.130561|-72.631381||Maicao - La Guajira|5.5 Km. SW.: Albania, Maicao, La Guajira|5.2 Km. SW.: Restaurante Hissy N.1|En: ADMON_Vehiculos_Equipos Stand By|TDR Apagado|0|2026-06-08 14:54:23|332
PWQ991|||PWQ991|9.733889|-73.498481|A 1156 m. de Hacienda El Descanso|Becerril - Cesar|14.7 Km. NW.: Boquerón, La Jagua de Ibirico, Cesar|1.2 Km. E.: Hacienda El Descanso|En: DRUMMOND EQP_LIVIANO|TDR Encendido|53|2026-06-08 15:01:03|139
PWR001|||PWR001|9.775718|-73.471635|A 1206 m. de Hacienda Nueva Oicha|Agustín Codazzi - Cesar|17.4 Km. N.: Boquerón, La Jagua de Ibirico, Cesar|1.2 Km. NW.: Hacienda Nueva Oicha|En: DRUMMOND EQP_LIVIANO|TDR Encendido|0|2026-06-08 15:01:08|96
PXN345|||PXN345|7.389748|-73.504666|Cl17 23 101|Sábana de Torres - Santander|757 m. SW.: Sabana de Torres, Sábana de Torres, Santander|821 m. SW.: Cementerio Sabana de Torres|En: ECOPETROL VRC_GMA_MARES CENTRO|TDR Apagado|0|2026-06-08 15:00:54|157
PXP416|||PXP416|9.781338|-73.408031|A 2219 m. de Hacienda Los Angeles|Agustín Codazzi - Cesar|16.6 Km. NW.: Becerril, Cesar|2.2 Km. W.: Hacienda Los Angeles|En: DRUMMOND EQP_LIVIANO|TDR Encendido-No GSM|18|2026-06-08 14:55:24|141
PXP740|||PXP740|9.724935|-73.498866|A 1283 m. de Hacienda El Descanso|Becerril - Cesar|14.0 Km. NW.: Boquerón, La Jagua de Ibirico, Cesar|1.3 Km. SE.: Hacienda El Descanso|En: DRUMMOND EQP_LIVIANO|TDR Apagado|0|2026-06-08 14:59:48|328
PXP761|Técnico Edgar Martínez||PXP761|9.539706|-73.488466|A 2490 m. de Hacienda Michoacan|La Jagua de Ibirico - Cesar|8.8 Km. NW.: Arenas Blancas, Chiriguana, Cesar|2.5 Km. NE.: Hacienda Michoacan|En: DRUMMOND FACILIDADES|Auto|17|2026-06-08 02:22:41|197
PXP799|||PXP799|9.787714|-73.441213||Agustín Codazzi - Cesar|17.8 Km. N.: Boquerón, La Jagua de Ibirico, Cesar|3.7 Km. NE.: Hacienda Nueva Oicha|En: DRUMMOND EQP_LIVIANO|TDR Encendido-No GSM|13|2026-06-08 04:31:34|167
PXP812|Iván René Morales Martínez||PXP812|9.723744|-73.532806|A 2772 m. de Hacienda El Descanso|Becerril - Cesar|13.5 Km. NE.: La Loma, El Paso, Cesar|2.8 Km. W.: Hacienda El Descanso|En: DRUMMOND EQP_LIVIANO|Apagado|0|2026-06-08 15:00:48|184
PXP815|||PXP815|10.836046|-74.775773|A 130 m. de Austin Ingenieros|Malambo - Atlántico|1.9 Km. S.: Malambo, Atlántico|130 m. W.: Austin Ingenieros|91.0 Km. NE.: CONSORCIO TABARCA-CARTAGENA|TDR Apagado|0|2026-06-08 14:56:01|158
PXP833|||PXP833|9.530999|-73.482887|A 2151 m. de Hacienda Michoacan|La Jagua de Ibirico - Cesar|7.7 Km. NW.: Arenas Blancas, Chiriguana, Cesar|2.2 Km. NE.: Hacienda Michoacan|En: DRUMMOND FACILIDADES|Ralenti Excesivo|0|2026-06-08 14:57:35|332
PXP834|||PXP834|9.778263|-73.466251|A 1377 m. de Hacienda Nueva Oicha|Agustín Codazzi - Cesar|17.4 Km. N.: Boquerón, La Jagua de Ibirico, Cesar|1.4 Km. N.: Hacienda Nueva Oicha|En: DRUMMOND EQP_LIVIANO|TDR Encendido|0|2026-06-08 14:57:03|63
QLO286|||QLO286|3.788125|-71.456337|Vía Campamento Base Número Dos|Puerto Gaitán - Meta|59.0 Km. NW.: Puerto Trujillo, Puerto Gaitán, Meta|59 m. W.: Estación de Bombeo Odl|En: ECOPETROL TERMORUBIALES-RUBIALES|Log Out|0|2026-06-08 14:55:28|314
QLO430|Adalberto Peinado Barraza||QLO430|9.785326|-73.429307||Agustín Codazzi - Cesar|17.4 Km. N.: Boquerón, La Jagua de Ibirico, Cesar|3.5 Km. SW.: Hacienda La Escondida|En: DRUMMOND EQP_LIVIANO|TDR Apagado|0|2026-06-08 14:57:25|157
QLO510|||QLO510|9.556067|-73.505595||La Jagua de Ibirico - Cesar|11.3 Km. NE.: La Aurora, Chiriguana, Cesar|4.1 Km. N.: Hacienda Michoacan|En: DRUMMOND FACILIDADES|TDR Apagado|0|2026-06-08 14:47:09|145
QNN496|||QNN496|10.990655|-74.778247|Cl10 50b 78|Barranquilla - Atlántico|4.4 Km. E.: Barranquilla, Atlántico|84 m. E.: Foton Barranquilla|101.0 Km. NE.: CONSORCIO TABARCA-CARTAGENA|Reconexion Equipo|0|2026-06-08 04:53:23|0
QNN499|Gustavo Adolfo Garcia Montero||QNN499|9.774311|-73.47247|A 1114 m. de Hacienda Nueva Oicha|Agustín Codazzi - Cesar|17.3 Km. N.: Boquerón, La Jagua de Ibirico, Cesar|1.1 Km. NW.: Hacienda Nueva Oicha|En: DRUMMOND EQP_LIVIANO|TDR Encendido|10|2026-06-08 15:01:12|352
QON453|||QON453|8.635271|-72.732302|Kr3 2 51|Tibú - Norte de Santander|989 m. SE.: Tibú, Norte de Santander|61 m. SW.: Colegio Francisco Jose de Caldas|En: PARQUEDERO TIBÚ|TDR Apagado|1|2026-06-08 14:59:38|181
RKL411|||RKL411|7.079998|-73.848896|Kr31 76b 47|Barrancabermeja - Santander|2.2 Km. N.: Barrancabermeja, Santander|433 m. NE.: Droguería Farma Lap2|En: CALIBRATION SERVICES|TDR Apagado|0|2026-06-08 14:55:33|281
SPL861|||SPL861|4.737667|-74.030884|Kr8g 160a 31|Bogotá D.C. - Cundinamarca|4.7 Km. N.: Usaquén, Bogotá D.C., Cundinamarca|5 m. S.: Comidas Rápidas U & P|En: ENE 6234 OPEX SOT-SOC|TDR Apagado|0|2026-06-08 14:59:28|287
SSZ805|Alonso Peña Betancur||SSZ805|6.955392|-73.772165|Km 12 Troncal Magdalena-Barrancabermeja|Barrancabermeja - Santander|8.0 Km. SE.: Los Laureles, Barrancabermeja, Santander|4.0 Km. E.: Hacienda La India|En: VRC Base Gran Estación Centro|TDR Apagado|0|2026-06-05 09:00:13|223
SXY800|||SXY800|4.410724|-73.929282|PR 29 Km29 Bogota - Villavicencio|Cáqueza - Cundinamarca|2.0 Km. E.: Cáqueza, Cundinamarca|552 m. W.: Montallantas Km18|En: ENE 6234 OPEX SOT-SOC|TDR Apagado|0|2026-06-08 14:46:30|288
SZO817|||SZO817|6.937294|-73.770972|Km 9 Troncal Magdalena-Barrancabermeja|Barrancabermeja - Santander|9.8 Km. S.: Los Laureles, Barrancabermeja, Santander|5.1 Km. SE.: Hacienda La India|En: ECOPETROL VRC_GCI_LA CIRA|TDR Apagado|0|2026-06-08 14:57:02|145
TAR549|||TAR549|6.937835|-73.771373|Km 9 Troncal Magdalena-Barrancabermeja|Barrancabermeja - Santander|9.8 Km. S.: Los Laureles, Barrancabermeja, Santander|5.1 Km. SE.: Hacienda La India|En: ECOPETROL VRC_GCI_LA CIRA|TDR Apagado|0|2026-06-08 14:53:37|211
